"";"SinS2_contig";"SinS2_start";"SinS2_end";"SinS2_strand"
"ASIC022091";"AXCK02027515";"254";"889";"1"
"ASIC022092";"KI916292";"190797";"190734";"-1"
"ASIC022094";"AXCK02028900";"1269";"1326";"-1"
"ASIC022095";"KI916292";"44034";"44926";"-1"
"ASIC022096";"KI916292";"41416";"42951";"1"
"ASIC022097";"KI916292";"37884";"40658";"-1"
"ASIC022098";"KI916188";"2607679";"2608866";"-1"
"ASIC022100";"KI916188";"2607127";"2607441";"-1"
"ASIC022101";"KI916188";"2601430";"2605556";"-1"
"ASIC022102";"AXCK02025398";"327";"678";"1"
"ASIC022104";"KI916188";"2561678";"2564508";"1"
"ASIC022105";"KI916188";"2560256";"2561217";"-1"
"ASIC022106";"KI916188";"2558326";"2558763";"-1"
"ASIC022107";"AXCK02022021";"1477";"2188";"-1"
"ASIC022108";"AXCK02022021";"2394";"4395";"-1"
"ASIC022111";"KI916188";"2534830";"2535607";"1"
"ASIC022112";"KI916188";"2531908";"2534337";"-1"
"ASIC022115";"KI916188";"2474442";"2481121";"1"
"ASIC022116";"KI916188";"2473228";"2474285";"1"
"ASIC022117";"KI916188";"2463746";"2464582";"-1"
"ASIC022119";"KI916559";"226479";"226970";"1"
"ASIC022120";"KI916559";"223476";"223845";"-1"
"ASIC022122";"KI916559";"221112";"221783";"-1"
"ASIC022123";"KI916559";"218434";"219591";"-1"
"ASIC022124";"KI916188";"2380654";"2387355";"1"
"ASIC022125";"KI916188";"2374858";"2374910";"-1"
"ASIC022126";"AXCK02025224";"790";"2495";"-1"
"ASIC022128";"KI916188";"2340533";"2340825";"-1"
"ASIC022129";"KI916188";"2336099";"2336879";"-1"
"ASIC022130";"KI916188";"2334326";"2334693";"1"
"ASIC022133";"KI916559";"138144";"144298";"-1"
"ASIC022134";"KI916559";"136925";"137601";"1"
"ASIC022135";"KI916559";"134248";"134625";"1"
"ASIC022136";"KI916188";"2297536";"2298756";"-1"
"ASIC022139";"KI916559";"79718";"80044";"-1"
"ASIC022141";"KI916188";"2167828";"2168151";"1"
"ASIC022142";"KI916188";"2155275";"2155755";"1"
"ASIC022144";"KI916188";"2132493";"2133047";"1"
"ASIC022146";"KI916188";"2064729";"2067756";"1"
"ASIC022148";"KI916188";"2026962";"2027362";"-1"
"ASIC022149";"KI916188";"2019603";"2019979";"1"
"ASIC022150";"KI916188";"1984463";"1986329";"-1"
"ASIC022151";"KI916188";"1978715";"1979201";"1"
"ASIC022152";"KI916188";"1977910";"1978473";"1"
"ASIC022005";"KI916188";"1911219";"1911720";"1"
"ASIC022006";"KI917573";"6294";"6872";"1"
"ASIC022008";"KI916188";"1863209";"1863558";"1"
"ASIC022009";"KI916188";"1861865";"1862454";"1"
"ASIC022010";"KI916188";"1833671";"1834021";"1"
"ASIC022011";"KI916318";"54259";"54660";"1"
"ASIC022014";"AXCK02025292";"1316";"2454";"1"
"ASIC022016";"KI916188";"1523102";"1523170";"1"
"ASIC022018";"KI916318";"516818";"516617";"-1"
"ASIC022019";"KI916188";"1384437";"1385931";"-1"
"ASIC022020";"KI916188";"1381633";"1383615";"-1"
"ASIC022023";"KI916318";"516137";"516081";"-1"
"ASIC022024";"KI916318";"533524";"534773";"1"
"ASIC022028";"KI916188";"1319099";"1321277";"-1"
"ASIC022032";"AXCK02026994";"618";"1001";"-1"
"ASIC022033";"AXCK02026994";"1";"603";"-1"
"ASIC022034";"KI916318";"583761";"584184";"1"
"ASIC022035";"KI916188";"1281125";"1281615";"-1"
"ASIC022036";"KI916188";"1278883";"1279404";"1"
"ASIC022038";"KI916188";"1273051";"1273862";"-1"
"ASIC022039";"KI918124";"1";"546";"1"
"ASIC022043";"KI916188";"1185856";"1186171";"-1"
"ASIC022044";"KI916188";"1184760";"1185080";"1"
"ASIC025315";"KI916188";"1179775";"1179967";"1"
"ASIC022047";"AXCK02025890";"191";"466";"-1"
"ASIC022049";"AXCK02025890";"408";"767";"1"
"ASIC022050";"KI916209";"38073";"37271";"-1"
"ASIC022051";"KI916188";"1093723";"1094046";"-1"
"ASIC022052";"KI916188";"1090333";"1090731";"1"
"ASIC022053";"KI916209";"65725";"68267";"-1"
"ASIC022054";"KI916209";"69542";"69901";"1"
"ASIC022055";"KI916209";"73246";"73715";"1"
"ASIC022056";"KI916209";"76863";"77205";"1"
"ASIC022057";"KI916209";"78401";"78900";"-1"
"ASIC022060";"KI916188";"1008058";"1009305";"-1"
"ASIC017555";"KI916315";"89337";"90768";"-1"
"ASIC017666";"KI916315";"88028";"89230";"1"
"ASIC017682";"KI916315";"84918";"85826";"-1"
"ASIC017693";"KI916315";"82308";"83714";"-1"
"ASIC017704";"KI916315";"79837";"80991";"1"
"ASIC017715";"KI916315";"77737";"78586";"-1"
"ASIC017726";"KI916315";"61590";"74599";"-1"
"ASIC017737";"KI916315";"53960";"53959";"-1"
"ASIC017748";"KI916315";"46008";"47123";"-1"
"ASIC017556";"KI916315";"42673";"43158";"1"
"ASIC017567";"AXCK02018332";"11151";"11901";"1"
"ASIC017578";"AXCK02018332";"18118";"19524";"1"
"ASIC017600";"KI916719";"140948";"142117";"-1"
"ASIC017611";"KI916719";"119693";"121078";"-1"
"ASIC017622";"KI916719";"111196";"115747";"-1"
"ASIC017633";"KI916719";"106698";"100126";"-1"
"ASIC017644";"KI916719";"96225";"97052";"1"
"ASIC017655";"KI916719";"93017";"93352";"-1"
"ASIC017667";"KI916719";"89769";"81697";"-1"
"ASIC017673";"KI916719";"74410";"75729";"-1"
"ASIC017674";"KI916719";"70194";"71566";"-1"
"ASIC017675";"KI916719";"53889";"69566";"1"
"ASIC017676";"KI916719";"52972";"53558";"1"
"ASIC017678";"KI916918";"48440";"48839";"1"
"ASIC017679";"KI916719";"3831";"4472";"1"
"ASIC017680";"KI916719";"2646";"3000";"1"
"ASIC017681";"KI916918";"15133";"15996";"1"
"ASIC017683";"KI916918";"14858";"15177";"-1"
"ASIC017684";"KI916918";"12738";"13384";"1"
"ASIC017685";"KI916918";"2772";"3307";"1"
"ASIC017686";"KI916918";"2231";"2534";"1"
"ASIC017687";"AXCK02024016";"3119";"3545";"1"
"ASIC017688";"AXCK02024387";"1027";"1745";"-1"
"ASIC017689";"AXCK02023507";"323";"979";"-1"
"ASIC017692";"KI916257";"11508";"13427";"-1"
"ASIC017694";"KI916257";"22783";"23527";"-1"
"ASIC017695";"KI916257";"26526";"27108";"-1"
"ASIC017696";"AXCK02018603";"1248";"1596";"1"
"ASIC017697";"AXCK02018603";"8463";"8900";"1"
"ASIC017698";"AXCK02018603";"8937";"9320";"1"
"ASIC017699";"AXCK02018603";"10981";"11511";"1"
"ASIC017700";"KI916257";"76919";"77537";"-1"
"ASIC017701";"KI916257";"77866";"78263";"-1"
"ASIC017702";"KI916257";"91927";"92387";"1"
"ASIC017703";"KI916257";"112998";"113391";"1"
"ASIC017705";"KI916257";"137354";"137698";"-1"
"ASIC017708";"KI916257";"164970";"167810";"1"
"ASIC017709";"KI916257";"174630";"173867";"-1"
"ASIC017710";"KI916257";"178124";"178069";"-1"
"ASIC017711";"KI916257";"204622";"206393";"-1"
"ASIC017712";"KI916257";"212667";"213201";"1"
"ASIC017713";"KI916257";"217188";"218527";"1"
"ASIC017714";"KI916257";"221490";"229177";"1"
"ASIC017716";"KI916257";"229450";"233222";"1"
"ASIC017717";"KI916257";"233709";"235616";"1"
"ASIC017718";"KI916257";"235961";"237645";"1"
"ASIC017719";"KI916257";"240568";"242685";"-1"
"ASIC017720";"KI916257";"243355";"244835";"1"
"ASIC017721";"KI916257";"248250";"248559";"-1"
"ASIC017722";"KI916257";"251150";"251865";"1"
"ASIC017723";"KI916257";"256553";"257461";"1"
"ASIC017725";"KI918855";"1344";"1899";"-1"
"ASIC017727";"KI916832";"56766";"57099";"1"
"ASIC017728";"KI916832";"56296";"56841";"1"
"ASIC017729";"AXCK02029347";"289";"767";"-1"
"ASIC017730";"KI916257";"393118";"393481";"1"
"ASIC017731";"KI916257";"393426";"396630";"1"
"ASIC017732";"KI916257";"399198";"400576";"1"
"ASIC017733";"KI916832";"5339";"5286";"-1"
"ASIC017734";"KI916257";"447970";"454539";"1"
"ASIC017735";"KI916257";"472852";"474779";"1"
"ASIC017736";"KI916257";"481817";"482270";"1"
"ASIC017739";"KI916257";"580996";"581574";"1"
"ASIC017740";"KI916257";"617350";"617694";"-1"
"ASIC017741";"KI916257";"627402";"629752";"1"
"ASIC017742";"KI916257";"723163";"716313";"-1"
"ASIC017743";"AXCK02023527";"656";"1130";"1"
"ASIC017744";"AXCK02023527";"271";"560";"1"
"ASIC017747";"KI916257";"833321";"834671";"-1"
"ASIC017749";"KI916257";"835363";"836307";"1"
"ASIC017750";"KI916257";"836266";"837607";"-1"
"ASIC017752";"KI916754";"69901";"72666";"1"
"ASIC017753";"KI916754";"68894";"69425";"-1"
"ASIC017755";"KI916754";"50779";"51278";"1"
"ASIC017757";"KI916257";"878983";"887856";"1"
"ASIC025374";"KI916257";"960652";"960845";"1"
"ASIC025165";"KI916257";"961297";"961487";"1"
"ASIC017562";"AXCK02025107";"1459";"1781";"-1"
"ASIC017563";"KI916392";"376677";"377319";"1"
"ASIC017564";"KI916392";"375121";"376318";"-1"
"ASIC017565";"KI916392";"365878";"367624";"-1"
"ASIC017566";"KI916392";"364903";"365431";"1"
"ASIC017568";"KI916392";"360929";"364532";"-1"
"ASIC017569";"KI916392";"357447";"358835";"-1"
"ASIC017570";"KI916392";"354965";"357480";"1"
"ASIC017571";"KI916392";"349033";"351371";"-1"
"ASIC017572";"KI916392";"328996";"346698";"1"
"ASIC017574";"KI916282";"759545";"759983";"-1"
"ASIC017575";"KI916282";"757022";"757282";"1"
"ASIC017576";"KI916282";"740060";"740425";"1"
"ASIC025248";"KI916282";"739413";"739607";"-1"
"ASIC017577";"KI916392";"253322";"255874";"-1"
"ASIC017579";"KI916392";"250156";"251966";"1"
"ASIC017581";"KI916392";"216418";"218188";"-1"
"ASIC017582";"KI916392";"213055";"215308";"-1"
"ASIC017583";"KI916392";"211698";"212957";"1"
"ASIC017585";"KI916392";"205245";"206426";"1"
"ASIC017588";"KI917284";"22300";"22723";"-1"
"ASIC017592";"KI916282";"586016";"586439";"-1"
"ASIC025343";"KI916392";"114999";"115175";"-1"
"ASIC017595";"KI916392";"105185";"105927";"1"
"ASIC017597";"KI916282";"474474";"476376";"1"
"ASIC017601";"KI916959";"58415";"58785";"-1"
"ASIC017602";"KI916959";"40205";"40276";"1"
"ASIC017603";"KI916392";"7540";"7995";"1"
"ASIC017604";"KI916282";"422418";"422717";"1"
"ASIC017606";"KI916959";"903";"1159";"1"
"ASIC017607";"KI916282";"369151";"369432";"-1"
"ASIC017608";"KI916258";"154928";"155435";"1"
"ASIC017612";"KI916282";"332825";"335802";"-1"
"ASIC017613";"KI916282";"325135";"330106";"1"
"ASIC017615";"KI916258";"216448";"216885";"1"
"ASIC017616";"KI916258";"89152";"92177";"-1"
"ASIC017617";"KI916258";"84890";"87041";"1"
"ASIC017618";"KI916258";"82213";"83592";"-1"
"ASIC017619";"KI916258";"80204";"81290";"1"
"ASIC017620";"KI916258";"78349";"79155";"-1"
"ASIC017621";"KI916282";"287581";"287662";"1"
"ASIC017623";"KI916282";"285917";"286892";"-1"
"ASIC017625";"KI916258";"48807";"49780";"-1"
"ASIC017626";"KI916282";"252101";"253705";"1"
"ASIC017628";"KI916258";"6537";"8919";"1"
"ASIC017629";"KI916282";"208354";"210294";"1"
"ASIC017630";"KI916282";"201594";"205809";"1"
"ASIC017631";"KI916282";"183841";"185217";"1"
"ASIC017634";"KI916258";"369613";"373171";"-1"
"ASIC017636";"KI916282";"144752";"152301";"1"
"ASIC017638";"KI916258";"418063";"420768";"1"
"ASIC017639";"KI916258";"427178";"427484";"-1"
"ASIC017640";"KI917448";"8002";"8565";"-1"
"ASIC017641";"KI916282";"95499";"95826";"1"
"ASIC017642";"KI916282";"87548";"90682";"-1"
"ASIC017643";"KI916282";"50967";"51334";"1"
"ASIC017645";"KI916282";"46728";"47089";"1"
"ASIC017646";"KI916258";"535837";"536560";"1"
"ASIC017648";"KI916266";"846671";"852551";"-1"
"ASIC017649";"KI916258";"573320";"577990";"1"
"ASIC017651";"KI916266";"805910";"807789";"-1"
"ASIC017653";"KI916258";"607013";"607859";"1"
"ASIC017654";"KI916258";"607909";"609088";"-1"
"ASIC017656";"KI916258";"609426";"612510";"1"
"ASIC017657";"KI916258";"622052";"622796";"1"
"ASIC017660";"KI916258";"653339";"655985";"-1"
"ASIC017661";"KI916258";"657065";"658069";"-1"
"ASIC017662";"KI916258";"659262";"660136";"-1"
"ASIC017663";"KI916258";"664175";"665265";"1"
"ASIC017664";"KI916258";"667107";"667978";"1"
"ASIC017665";"KI916258";"669390";"672277";"1"
"ASIC017668";"KI916266";"724158";"726498";"-1"
"ASIC017669";"KI917817";"8058";"8523";"-1"
"ASIC017670";"KI917817";"1924";"3016";"1"
"ASIC017671";"KI916266";"686852";"688855";"-1"
"ASIC025211";"KI916266";"685382";"685574";"1"
"ASIC017672";"KI916266";"680876";"683624";"1"
"ASIC015754";"KI916206";"1103716";"1104804";"-1"
"ASIC015788";"KI916206";"1104827";"1105240";"-1"
"ASIC015799";"KI916206";"1125519";"1125916";"1"
"ASIC015810";"KI916206";"1134617";"1138496";"-1"
"ASIC015821";"KI916206";"1144972";"1144192";"-1"
"ASIC015832";"KI916206";"1158689";"1156476";"-1"
"ASIC015843";"KI916206";"1193738";"1194256";"-1"
"ASIC015854";"KI916206";"1205401";"1206812";"-1"
"ASIC015865";"KI916206";"1218374";"1219358";"1"
"ASIC015755";"KI916206";"1245567";"1248079";"1"
"ASIC015766";"KI916206";"1249772";"1251052";"1"
"ASIC015777";"KI916206";"1251211";"1251757";"1"
"ASIC015781";"KI916206";"1264308";"1264737";"-1"
"ASIC015782";"KI916206";"1267550";"1268029";"1"
"ASIC015784";"KI916206";"1286334";"1287760";"-1"
"ASIC015786";"AXCK02020375";"1168";"3276";"1"
"ASIC015787";"KI916206";"1333405";"1335502";"1"
"ASIC015789";"KI916206";"1335590";"1338571";"-1"
"ASIC015790";"KI916206";"1339001";"1340529";"1"
"ASIC015791";"KI916206";"1351833";"1353421";"-1"
"ASIC015792";"KI916206";"1359028";"1359417";"1"
"ASIC015793";"KI916206";"1366080";"1366608";"1"
"ASIC015794";"KI916206";"1369541";"1370255";"1"
"ASIC015795";"KI916206";"1371431";"1373293";"1"
"ASIC015796";"KI916206";"1373418";"1374038";"-1"
"ASIC015797";"KI916206";"1377399";"1379738";"1"
"ASIC015800";"KI916206";"1399087";"1399635";"-1"
"ASIC015801";"KI916206";"1415887";"1416354";"1"
"ASIC015802";"KI916206";"1422033";"1422458";"-1"
"ASIC015803";"KI916440";"1689";"2391";"1"
"ASIC015805";"AXCK02023902";"2543";"3125";"-1"
"ASIC015806";"KI916206";"1494926";"1495513";"-1"
"ASIC015807";"KI916206";"1503173";"1503683";"1"
"ASIC015808";"KI916206";"1549219";"1550440";"-1"
"ASIC015811";"KI916206";"1578377";"1578775";"1"
"ASIC015812";"KI916265";"55587";"55880";"1"
"ASIC015813";"KI916265";"73946";"74503";"1"
"ASIC015814";"KI916265";"98905";"98838";"-1"
"ASIC015815";"KI916265";"100666";"101260";"-1"
"ASIC015816";"KI916265";"106207";"106715";"1"
"ASIC015817";"KI916265";"106972";"107497";"-1"
"ASIC015818";"KI916265";"123866";"124581";"1"
"ASIC015819";"KI916265";"144965";"147479";"-1"
"ASIC015820";"KI916265";"164180";"164470";"-1"
"ASIC015822";"KI916265";"171080";"171379";"-1"
"ASIC015823";"KI916265";"172146";"172726";"1"
"ASIC015824";"KI916265";"184503";"185681";"1"
"ASIC015825";"KI916265";"192878";"193333";"-1"
"ASIC015827";"KI916265";"205811";"206240";"-1"
"ASIC015828";"KI916265";"209461";"209748";"-1"
"ASIC015829";"KI916265";"245822";"246218";"-1"
"ASIC015830";"KI916265";"247525";"248247";"1"
"ASIC015831";"KI916265";"255078";"255092";"1"
"ASIC015833";"KI916265";"255255";"255755";"1"
"ASIC015835";"KI916265";"292143";"292574";"-1"
"ASIC015836";"KI916265";"304067";"304631";"1"
"ASIC015837";"KI916265";"311820";"312278";"1"
"ASIC015838";"KI916265";"317144";"317497";"-1"
"ASIC015839";"KI916265";"326332";"329046";"1"
"ASIC015840";"KI916265";"377731";"378161";"-1"
"ASIC015841";"KI916265";"395667";"395957";"1"
"ASIC015842";"KI916265";"399815";"400268";"1"
"ASIC015844";"KI916265";"443538";"444017";"1"
"ASIC015845";"KI916265";"450360";"450701";"1"
"ASIC015846";"KI916265";"460764";"461236";"-1"
"ASIC015847";"KI916265";"547807";"549307";"1"
"ASIC015848";"KI916265";"549832";"552063";"-1"
"ASIC015850";"KI916265";"569292";"588146";"1"
"ASIC015851";"KI916265";"592035";"592688";"1"
"ASIC015852";"KI916265";"596573";"597257";"1"
"ASIC015853";"AXCK02020912";"4711";"5038";"1"
"ASIC015855";"AXCK02024694";"1466";"2721";"1"
"ASIC015856";"KI916265";"633888";"634220";"1"
"ASIC015857";"AXCK02019222";"34";"575";"1"
"ASIC015858";"AXCK02019222";"2197";"2694";"1"
"ASIC015859";"AXCK02019222";"3401";"5337";"1"
"ASIC015860";"AXCK02019222";"11173";"11659";"1"
"ASIC015861";"AXCK02019222";"13795";"14574";"1"
"ASIC015862";"KI916265";"664255";"665363";"1"
"ASIC015863";"KI916265";"718507";"719953";"1"
"ASIC015864";"KI916265";"728971";"729318";"1"
"ASIC015866";"KI916265";"737589";"737900";"-1"
"ASIC015867";"KI916265";"747623";"748000";"-1"
"ASIC015868";"KI916265";"755012";"755365";"-1"
"ASIC025143";"KI916265";"791306";"791498";"-1"
"ASIC015869";"KI916265";"791704";"793381";"-1"
"ASIC015870";"KI916265";"802031";"802432";"1"
"ASIC015871";"KI916265";"831072";"831752";"-1"
"ASIC015872";"KI916265";"834372";"842191";"1"
"ASIC015873";"KI916265";"843079";"845371";"-1"
"ASIC015874";"KI916265";"846469";"847580";"-1"
"ASIC015756";"KI916265";"849675";"853547";"1"
"ASIC015757";"KI916265";"856701";"857197";"1"
"ASIC015758";"KI916265";"857848";"865036";"1"
"ASIC015760";"KI916265";"903614";"904103";"-1"
"ASIC025173";"KI916550";"51887";"52209";"1"
"ASIC025004";"KI916550";"51887";"52211";"1"
"ASIC015761";"KI916550";"52982";"60022";"-1"
"ASIC015762";"KI916550";"62439";"62753";"1"
"ASIC015763";"KI916550";"63684";"66859";"-1"
"ASIC015764";"KI916550";"66775";"68702";"-1"
"ASIC015765";"KI916550";"70258";"72359";"1"
"ASIC015767";"KI916550";"74745";"77667";"-1"
"ASIC015768";"KI916550";"83357";"83678";"1"
"ASIC015769";"KI916550";"84944";"85222";"1"
"ASIC015770";"KI916550";"88103";"90506";"1"
"ASIC015772";"KI916550";"108271";"109599";"-1"
"ASIC015773";"KI916550";"124122";"124481";"-1"
"ASIC015774";"KI916550";"134458";"146121";"1"
"ASIC015775";"KI916550";"154771";"156719";"-1"
"ASIC015776";"KI916550";"157502";"159545";"1"
"ASIC015778";"KI916550";"159688";"161235";"1"
"ASIC015779";"KI916550";"161899";"162349";"-1"
"ASIC008513";"KI916460";"357731";"358909";"1"
"ASIC008596";"KI916460";"360128";"360884";"1"
"ASIC008618";"KI916332";"152218";"154075";"-1"
"ASIC008629";"KI916332";"154431";"155723";"1"
"ASIC008640";"KI916332";"155827";"156657";"1"
"ASIC008651";"KI916332";"157322";"161555";"-1"
"ASIC008662";"KI916332";"161444";"162042";"-1"
"ASIC008673";"KI918037";"1";"1458";"-1"
"ASIC008525";"KI916332";"330620";"330727";"-1"
"ASIC008547";"KI916332";"413821";"415095";"1"
"ASIC008558";"KI916332";"416988";"418042";"1"
"ASIC008569";"KI916332";"418800";"420834";"-1"
"ASIC008580";"KI916332";"420738";"422829";"-1"
"ASIC008591";"KI916332";"426935";"428131";"1"
"ASIC008594";"KI916332";"430280";"432045";"-1"
"ASIC008595";"KI916332";"434065";"437865";"-1"
"ASIC008597";"KI916332";"439103";"441166";"-1"
"ASIC008598";"KI916332";"446097";"447016";"1"
"ASIC008599";"KI916332";"447783";"448679";"1"
"ASIC008601";"KI916332";"478197";"479595";"1"
"ASIC008602";"KI916332";"504175";"505152";"-1"
"ASIC008603";"KI916332";"508089";"508491";"-1"
"ASIC008606";"KI916332";"572437";"573334";"1"
"ASIC008608";"KI916332";"573265";"573737";"1"
"ASIC008610";"KI916332";"593544";"594884";"-1"
"ASIC008613";"KI916301";"93191";"94135";"-1"
"ASIC008614";"KI916301";"94337";"95027";"-1"
"ASIC008615";"KI916301";"95297";"96142";"-1"
"ASIC008617";"KI916301";"104866";"105232";"-1"
"ASIC008619";"KI917896";"9153";"9498";"1"
"ASIC008621";"KI916453";"373129";"373507";"-1"
"ASIC008622";"KI916453";"368937";"368936";"-1"
"ASIC008623";"KI916301";"209153";"211152";"-1"
"ASIC008624";"KI916301";"211851";"213456";"-1"
"ASIC008625";"KI916301";"213764";"215113";"1"
"ASIC008626";"KI916453";"298087";"298410";"1"
"ASIC008628";"KI916453";"251175";"252282";"-1"
"ASIC008630";"KI916453";"249783";"250733";"-1"
"ASIC008631";"KI916453";"246369";"249259";"1"
"ASIC008632";"KI916301";"369072";"370266";"-1"
"ASIC008633";"KI916453";"204317";"204656";"-1"
"ASIC008634";"KI919104";"1588";"2054";"-1"
"ASIC008635";"KI916301";"405864";"406134";"-1"
"ASIC008636";"KI916301";"409006";"409471";"-1"
"ASIC008637";"KI917551";"13576";"13995";"1"
"ASIC008639";"KI916453";"173522";"174562";"-1"
"ASIC008641";"KI916453";"171517";"172737";"1"
"ASIC008644";"KI916301";"475738";"476013";"1"
"ASIC008645";"AXCK02026274";"789";"1985";"-1"
"ASIC008646";"KI916453";"114440";"114790";"1"
"ASIC008648";"KI916453";"104979";"105311";"-1"
"ASIC008649";"AXCK02028061";"83";"882";"1"
"ASIC008650";"AXCK02029315";"829";"1104";"1"
"ASIC008652";"KI916301";"522253";"522786";"-1"
"ASIC008653";"KI916301";"534807";"535375";"-1"
"ASIC008654";"KI916301";"546086";"546522";"1"
"ASIC008655";"KI916301";"548010";"548390";"-1"
"ASIC008656";"KI916301";"550392";"551639";"-1"
"ASIC008657";"KI916301";"552716";"554975";"-1"
"ASIC008658";"KI916453";"53277";"56277";"1"
"ASIC008660";"KI916301";"582919";"583890";"1"
"ASIC008661";"KI916301";"586502";"586957";"-1"
"ASIC008667";"KI916301";"677556";"678663";"1"
"ASIC008668";"KI916301";"679390";"682430";"-1"
"ASIC008669";"KI916301";"683676";"684179";"1"
"ASIC008670";"KI916301";"697195";"704262";"1"
"ASIC008671";"KI916301";"705807";"707894";"-1"
"ASIC008674";"AXCK02025789";"1937";"1505";"-1"
"ASIC008676";"AXCK02025921";"1";"114";"1"
"ASIC008680";"KI916349";"547949";"548648";"-1"
"ASIC008681";"KI916349";"529323";"529069";"-1"
"ASIC008682";"KI916349";"479052";"479388";"1"
"ASIC008515";"KI916349";"468518";"468873";"1"
"ASIC008516";"KI916349";"464677";"464676";"-1"
"ASIC008517";"KI916349";"460557";"462195";"-1"
"ASIC008519";"KI919160";"1868";"2653";"-1"
"ASIC008522";"AXCK02026328";"1806";"1963";"1"
"ASIC008523";"KI916349";"415150";"415470";"1"
"ASIC008524";"KI916349";"398406";"399020";"1"
"ASIC008526";"KI916189";"2632552";"2632913";"1"
"ASIC008527";"KI916189";"2588581";"2589155";"1"
"ASIC008528";"KI916189";"2580743";"2581153";"1"
"ASIC008529";"KI916189";"2570688";"2570999";"1"
"ASIC008530";"KI916536";"47810";"48225";"-1"
"ASIC008531";"KI916536";"57432";"58359";"-1"
"ASIC008535";"KI916349";"272693";"273045";"1"
"ASIC008537";"KI916189";"2487263";"2487604";"1"
"ASIC008538";"KI916189";"2473067";"2473946";"-1"
"ASIC008539";"KI916189";"2462689";"2463935";"-1"
"ASIC008540";"KI916536";"154665";"155139";"-1"
"ASIC008541";"KI916536";"155680";"156198";"-1"
"ASIC008542";"KI916349";"233328";"233808";"1"
"ASIC008543";"KI917271";"13862";"14230";"-1"
"ASIC008544";"KI917271";"11492";"13273";"1"
"ASIC008548";"KI916536";"216073";"216535";"-1"
"ASIC008549";"KI916189";"2376271";"2378357";"-1"
"ASIC008550";"KI916536";"279538";"279949";"1"
"ASIC008551";"KI916349";"144752";"146134";"1"
