"";"AsinS2_geneID";"AsinC2_geneID"
"ASIC006971";"ASIS020328";"ASIC006971"
"ASIC006972";"ASIS017319";"ASIC006972"
"ASIC006976";"ASIS010129";"ASIC006976"
"ASIC0069771";"ASIS010199";"ASIC006977"
"ASIC0069772";"ASIS020428";"ASIC006977"
"ASIC006978";"ASIS010199";"ASIC006978"
"ASIC006979";"ASIS016930";"ASIC006979"
"ASIC006980";"ASIS023791";"ASIC006980"
"ASIC006981";"ASIS013447";"ASIC006981"
"ASIC006982";"ASIS009409";"ASIC006982"
"ASIC006983";"ASIS006002";"ASIC006983"
"ASIC006986";"ASIS007065";"ASIC006986"
"ASIC0069871";"ASIS001156";"ASIC006987"
"ASIC0069872";"ASIS009355";"ASIC006987"
"ASIC0069873";"ASIS017609";"ASIC006987"
"ASIC006988";"ASIS009353";"ASIC006988"
"ASIC006989";"ASIS005224";"ASIC006989"
"ASIC006990";"ASIS005388";"ASIC006990"
"ASIC006991";"ASIS015255";"ASIC006991"
"ASIC006992";"ASIS011874";"ASIC006992"
"ASIC0069931";"ASIS012243";"ASIC006993"
"ASIC0069932";"ASIS014461";"ASIC006993"
"ASIC025259";"ASIS023854";"ASIC025259"
"ASIC025123";"ASIS023949";"ASIC025123"
"ASIC006851";"ASIS010071";"ASIC006851"
"ASIC0068531";"ASIS002510";"ASIC006853"
"ASIC0068532";"ASIS008653";"ASIC006853"
"ASIC006857";"ASIS008368";"ASIC006857"
"ASIC006858";"ASIS000356";"ASIC006858"
"ASIC006860";"ASIS005470";"ASIC006860"
"ASIC006861";"ASIS005470";"ASIC006861"
"ASIC006865";"ASIS019860";"ASIC006865"
"ASIC006866";"ASIS007395";"ASIC006866"
"ASIC006867";"ASIS007395";"ASIC006867"
"ASIC006871";"ASIS020566";"ASIC006871"
"ASIC006872";"ASIS016185";"ASIC006872"
"ASIC006873";"ASIS014930";"ASIC006873"
"ASIC0068741";"ASIS009652";"ASIC006874"
"ASIC0068742";"ASIS022508";"ASIC006874"
"ASIC0068761";"ASIS001658";"ASIC006876"
"ASIC0068762";"ASIS009179";"ASIC006876"
"ASIC0068763";"ASIS021962";"ASIC006876"
"ASIC0068771";"ASIS007136";"ASIC006877"
"ASIC0068772";"ASIS016490";"ASIC006877"
"ASIC006878";"ASIS016490";"ASIC006878"
"ASIC006879";"ASIS016490";"ASIC006879"
"ASIC006880";"ASIS021761";"ASIC006880"
"ASIC0068821";"ASIS005419";"ASIC006882"
"ASIC0068822";"ASIS012623";"ASIC006882"
"ASIC0068831";"ASIS006160";"ASIC006883"
"ASIC0068832";"ASIS012623";"ASIC006883"
"ASIC006884";"ASIS006160";"ASIC006884"
"ASIC006885";"ASIS009252";"ASIC006885"
"ASIC006886";"ASIS005033";"ASIC006886"
"ASIC006887";"ASIS005033";"ASIC006887"
"ASIC0068881";"ASIS005033";"ASIC006888"
"ASIC0068882";"ASIS006776";"ASIC006888"
"ASIC006889";"ASIS016630";"ASIC006889"
"ASIC006890";"ASIS013070";"ASIC006890"
"ASIC006891";"ASIS005598";"ASIC006891"
"ASIC006894";"ASIS010201";"ASIC006894"
"ASIC006895";"ASIS007189";"ASIC006895"
"ASIC006896";"ASIS007189";"ASIC006896"
"ASIC006897";"ASIS011982";"ASIC006897"
"ASIC006898";"ASIS010766";"ASIC006898"
"ASIC006899";"ASIS004825";"ASIC006899"
"ASIC006900";"ASIS005576";"ASIC006900"
"ASIC006904";"ASIS020141";"ASIC006904"
"ASIC006905";"ASIS002239";"ASIC006905"
"ASIC006906";"ASIS002741";"ASIC006906"
"ASIC006907";"ASIS014045";"ASIC006907"
"ASIC0069081";"ASIS003803";"ASIC006908"
"ASIC0069082";"ASIS020944";"ASIC006908"
"ASIC006909";"ASIS003803";"ASIC006909"
"ASIC0069101";"ASIS003803";"ASIC006910"
"ASIC0069102";"ASIS019561";"ASIC006910"
"ASIC006912";"ASIS005992";"ASIC006912"
"ASIC0069131";"ASIS001782";"ASIC006913"
"ASIC0069132";"ASIS005992";"ASIC006913"
"ASIC013409";"ASIS014611";"ASIC013409"
"ASIC013442";"ASIS013568";"ASIC013442"
"ASIC013453";"ASIS003874";"ASIC013453"
"ASIC013475";"ASIS019582";"ASIC013475"
"ASIC013486";"ASIS015105";"ASIC013486"
"ASIC0134111";"ASIS005777";"ASIC013411"
"ASIC0134112";"ASIS012553";"ASIC013411"
"ASIC013412";"ASIS020302";"ASIC013412"
"ASIC013413";"ASIS018943";"ASIC013413"
"ASIC013414";"ASIS018583";"ASIC013414"
"ASIC013415";"ASIS008721";"ASIC013415"
"ASIC013416";"ASIS008721";"ASIC013416"
"ASIC013425";"ASIS022026";"ASIC013425"
"ASIC013426";"ASIS003167";"ASIC013426"
"ASIC013427";"ASIS013980";"ASIC013427"
"ASIC013428";"ASIS012064";"ASIC013428"
"ASIC013433";"ASIS002783";"ASIC013433"
"ASIC013435";"ASIS013892";"ASIC013435"
"ASIC013437";"ASIS013221";"ASIC013437"
"ASIC013438";"ASIS009193";"ASIC013438"
"ASIC013439";"ASIS005341";"ASIC013439"
"ASIC0134401";"ASIS003350";"ASIC013440"
"ASIC0134402";"ASIS008642";"ASIC013440"
"ASIC0134441";"ASIS002158";"ASIC013444"
"ASIC0134442";"ASIS002513";"ASIC013444"
"ASIC0134443";"ASIS015963";"ASIC013444"
"ASIC013445";"ASIS020303";"ASIC013445"
"ASIC013446";"ASIS009531";"ASIC013446"
"ASIC0134471";"ASIS004697";"ASIC013447"
"ASIC0134472";"ASIS009531";"ASIC013447"
"ASIC013448";"ASIS009531";"ASIC013448"
"ASIC013451";"ASIS020067";"ASIC013451"
"ASIC013452";"ASIS022991";"ASIC013452"
"ASIC013454";"ASIS000354";"ASIC013454"
"ASIC013455";"ASIS000354";"ASIC013455"
"ASIC013456";"ASIS000354";"ASIC013456"
"ASIC013457";"ASIS016911";"ASIC013457"
"ASIC013459";"ASIS018002";"ASIC013459"
"ASIC013460";"ASIS013298";"ASIC013460"
"ASIC013461";"ASIS015859";"ASIC013461"
"ASIC013463";"ASIS022494";"ASIC013463"
"ASIC013465";"ASIS005050";"ASIC013465"
"ASIC025395";"ASIS024106";"ASIC025395"
"ASIC013467";"ASIS021425";"ASIC013467"
"ASIC0134701";"ASIS001686";"ASIC013470"
"ASIC0134702";"ASIS002443";"ASIC013470"
"ASIC013471";"ASIS013333";"ASIC013471"
"ASIC013472";"ASIS014552";"ASIC013472"
"ASIC013473";"ASIS003556";"ASIC013473"
"ASIC013474";"ASIS015572";"ASIC013474"
"ASIC013476";"ASIS013776";"ASIC013476"
"ASIC013479";"ASIS001450";"ASIC013479"
"ASIC013482";"ASIS011858";"ASIC013482"
"ASIC013485";"ASIS002275";"ASIC013485"
"ASIC013488";"ASIS018748";"ASIC013488"
"ASIC013489";"ASIS012522";"ASIC013489"
"ASIC013490";"ASIS014208";"ASIC013490"
"ASIC013491";"ASIS003736";"ASIC013491"
"ASIC013492";"ASIS001491";"ASIC013492"
"ASIC0134931";"ASIS013053";"ASIC013493"
"ASIC0134932";"ASIS016948";"ASIC013493"
"ASIC013494";"ASIS022590";"ASIC013494"
"ASIC013498";"ASIS008756";"ASIC013498"
"ASIC0134991";"ASIS006325";"ASIC013499"
"ASIC0134992";"ASIS019021";"ASIC013499"
"ASIC013500";"ASIS005692";"ASIC013500"
"ASIC016329";"ASIS007763";"ASIC016329"
"ASIC016340";"ASIS004015";"ASIC016340"
"ASIC016351";"ASIS004015";"ASIC016351"
"ASIC016373";"ASIS005968";"ASIC016373"
"ASIC016384";"ASIS005968";"ASIC016384"
"ASIC016395";"ASIS014583";"ASIC016395"
"ASIC016406";"ASIS018334";"ASIC016406"
"ASIC016265";"ASIS005052";"ASIC016265"
"ASIC016276";"ASIS006119";"ASIC016276"
"ASIC016287";"ASIS017704";"ASIC016287"
"ASIC016326";"ASIS005220";"ASIC016326"
"ASIC016327";"ASIS004682";"ASIC016327"
"ASIC016330";"ASIS022274";"ASIC016330"
"ASIC016331";"ASIS000288";"ASIC016331"
"ASIC016333";"ASIS020105";"ASIC016333"
"ASIC016334";"ASIS000186";"ASIC016334"
"ASIC0163351";"ASIS000186";"ASIC016335"
"ASIC0163352";"ASIS012440";"ASIC016335"
"ASIC016336";"ASIS014866";"ASIC016336"
"ASIC016338";"ASIS002549";"ASIC016338"
"ASIC016346";"ASIS008514";"ASIC016346"
"ASIC016352";"ASIS012753";"ASIC016352"
"ASIC025087";"ASIS023886";"ASIC025087"
"ASIC0163541";"ASIS007689";"ASIC016354"
"ASIC0163542";"ASIS023723";"ASIC016354"
"ASIC0163551";"ASIS004111";"ASIC016355"
"ASIC0163552";"ASIS007689";"ASIC016355"
"ASIC016356";"ASIS022322";"ASIC016356"
"ASIC016358";"ASIS020580";"ASIC016358"
"ASIC016375";"ASIS002607";"ASIC016375"
"ASIC016376";"ASIS022046";"ASIC016376"
"ASIC016377";"ASIS004689";"ASIC016377"
"ASIC016378";"ASIS014793";"ASIC016378"
"ASIC016379";"ASIS018708";"ASIC016379"
"ASIC016380";"ASIS008330";"ASIC016380"
"ASIC016381";"ASIS021556";"ASIC016381"
"ASIC016385";"ASIS017173";"ASIC016385"
"ASIC016386";"ASIS017173";"ASIC016386"
"ASIC016389";"ASIS001681";"ASIC016389"
"ASIC016397";"ASIS016414";"ASIC016397"
"ASIC016403";"ASIS014265";"ASIC016403"
"ASIC016404";"ASIS009509";"ASIC016404"
"ASIC016405";"ASIS013245";"ASIC016405"
"ASIC016279";"ASIS021802";"ASIC016279"
"ASIC016281";"ASIS021849";"ASIC016281"
"ASIC016282";"ASIS021849";"ASIC016282"
"ASIC025287";"ASIS024163";"ASIC025287"
"ASIC0163001";"ASIS001107";"ASIC016300"
"ASIC0163002";"ASIS019714";"ASIC016300"
"ASIC0163011";"ASIS001107";"ASIC016301"
"ASIC0163012";"ASIS019714";"ASIC016301"
"ASIC016302";"ASIS001107";"ASIC016302"
"ASIC016305";"ASIS006503";"ASIC016305"
"ASIC016312";"ASIS009163";"ASIC016312"
"ASIC016314";"ASIS014888";"ASIC016314"
"ASIC016321";"ASIS016208";"ASIC016321"
"ASIC016028";"ASIS010019";"ASIC016028"
"ASIC016096";"ASIS000183";"ASIC016096"
"ASIC016107";"ASIS019428";"ASIC016107"
"ASIC016118";"ASIS000328";"ASIC016118"
"ASIC0160921";"ASIS002364";"ASIC016092"
"ASIC0160922";"ASIS021538";"ASIC016092"
"ASIC0160931";"ASIS002364";"ASIC016093"
"ASIC0160932";"ASIS021538";"ASIC016093"
"ASIC016094";"ASIS021538";"ASIC016094"
"ASIC016095";"ASIS018239";"ASIC016095"
"ASIC016097";"ASIS022943";"ASIC016097"
"ASIC0161001";"ASIS013511";"ASIC016100"
"ASIC0161002";"ASIS017415";"ASIC016100"
"ASIC016102";"ASIS014179";"ASIC016102"
"ASIC016105";"ASIS011870";"ASIC016105"
"ASIC016108";"ASIS005111";"ASIC016108"
"ASIC016109";"ASIS005111";"ASIC016109"
"ASIC016110";"ASIS008688";"ASIC016110"
"ASIC016120";"ASIS018942";"ASIC016120"
"ASIC0161321";"ASIS011522";"ASIC016132"
"ASIC0161322";"ASIS011702";"ASIC016132"
"ASIC016143";"ASIS014329";"ASIC016143"
"ASIC016147";"ASIS009570";"ASIC016147"
"ASIC016148";"ASIS007635";"ASIC016148"
"ASIC016149";"ASIS007635";"ASIC016149"
"ASIC016156";"ASIS023584";"ASIC016156"
"ASIC016157";"ASIS018219";"ASIC016157"
"ASIC016158";"ASIS008567";"ASIC016158"
"ASIC016159";"ASIS010461";"ASIC016159"
"ASIC0161601";"ASIS003336";"ASIC016160"
"ASIC0161602";"ASIS012007";"ASIC016160"
"ASIC0161603";"ASIS019094";"ASIC016160"
"ASIC016178";"ASIS013517";"ASIC016178"
"ASIC0161791";"ASIS005684";"ASIC016179"
"ASIC0161792";"ASIS007345";"ASIC016179"
"ASIC016031";"ASIS012280";"ASIC016031"
"ASIC0160321";"ASIS002289";"ASIC016032"
"ASIC0160322";"ASIS012280";"ASIC016032"
"ASIC0160331";"ASIS020112";"ASIC016033"
"ASIC0160332";"ASIS024103";"ASIC016033"
"ASIC0250351";"ASIS020112";"ASIC025035"
"ASIC0250352";"ASIS024103";"ASIC025035"
"ASIC016034";"ASIS014338";"ASIC016034"
"ASIC016035";"ASIS022997";"ASIC016035"
"ASIC016037";"ASIS020467";"ASIC016037"
"ASIC016038";"ASIS000012";"ASIC016038"
"ASIC016041";"ASIS017005";"ASIC016041"
"ASIC016042";"ASIS017005";"ASIC016042"
"ASIC0160471";"ASIS007653";"ASIC016047"
"ASIC0160472";"ASIS015491";"ASIC016047"
"ASIC016048";"ASIS018415";"ASIC016048"
"ASIC016049";"ASIS022307";"ASIC016049"
"ASIC016050";"ASIS006840";"ASIC016050"
"ASIC016052";"ASIS006840";"ASIC016052"
"ASIC016053";"ASIS007618";"ASIC016053"
"ASIC016054";"ASIS005025";"ASIC016054"
"ASIC016060";"ASIS009976";"ASIC016060"
"ASIC016075";"ASIS020744";"ASIC016075"
"ASIC016078";"ASIS002785";"ASIC016078"
"ASIC016079";"ASIS002354";"ASIC016079"
"ASIC016080";"ASIS022944";"ASIC016080"
"ASIC016081";"ASIS017757";"ASIC016081"
"ASIC016085";"ASIS008130";"ASIC016085"
"ASIC016086";"ASIS008130";"ASIC016086"
"ASIC016478";"ASIS008663";"ASIC016478"
"ASIC016489";"ASIS004788";"ASIC016489"
"ASIC016511";"ASIS012409";"ASIC016511"
"ASIC016533";"ASIS017885";"ASIC016533"
"ASIC016544";"ASIS005153";"ASIC016544"
"ASIC016440";"ASIS015224";"ASIC016440"
"ASIC016474";"ASIS007344";"ASIC016474"
"ASIC016475";"ASIS003060";"ASIC016475"
"ASIC016476";"ASIS011450";"ASIC016476"
"ASIC016477";"ASIS022425";"ASIC016477"
"ASIC016480";"ASIS014686";"ASIC016480"
"ASIC016483";"ASIS013601";"ASIC016483"
"ASIC016484";"ASIS015950";"ASIC016484"
"ASIC0164851";"ASIS007631";"ASIC016485"
"ASIC0164852";"ASIS015950";"ASIC016485"
"ASIC016490";"ASIS018421";"ASIC016490"
"ASIC016516";"ASIS011960";"ASIC016516"
"ASIC016518";"ASIS016668";"ASIC016518"
"ASIC016519";"ASIS008415";"ASIC016519"
"ASIC016520";"ASIS016144";"ASIC016520"
"ASIC016523";"ASIS021159";"ASIC016523"
"ASIC0165241";"ASIS010482";"ASIC016524"
"ASIC0165242";"ASIS020080";"ASIC016524"
"ASIC016525";"ASIS010482";"ASIC016525"
"ASIC016528";"ASIS016706";"ASIC016528"
"ASIC016542";"ASIS007862";"ASIC016542"
"ASIC016545";"ASIS003553";"ASIC016545"
"ASIC016553";"ASIS000832";"ASIC016553"
"ASIC016554";"ASIS006845";"ASIC016554"
"ASIC016557";"ASIS007788";"ASIC016557"
"ASIC016562";"ASIS002194";"ASIC016562"
"ASIC0165631";"ASIS003343";"ASIC016563"
"ASIC0165632";"ASIS016559";"ASIC016563"
"ASIC016421";"ASIS018011";"ASIC016421"
"ASIC016423";"ASIS001297";"ASIC016423"
"ASIC016424";"ASIS010472";"ASIC016424"
"ASIC016428";"ASIS020614";"ASIC016428"
"ASIC016433";"ASIS011618";"ASIC016433"
"ASIC016436";"ASIS018684";"ASIC016436"
"ASIC016437";"ASIS022003";"ASIC016437"
"ASIC016439";"ASIS019060";"ASIC016439"
"ASIC016442";"ASIS019680";"ASIC016442"
"ASIC018582";"ASIS002334";"ASIC018582"
"ASIC018615";"ASIS000950";"ASIC018615"
"ASIC018626";"ASIS000950";"ASIC018626"
"ASIC018407";"ASIS015211";"ASIC018407"
"ASIC018462";"ASIS019825";"ASIC018462"
"ASIC018529";"ASIS018517";"ASIC018529"
"ASIC018540";"ASIS018517";"ASIC018540"
"ASIC018579";"ASIS022072";"ASIC018579"
"ASIC018584";"ASIS017709";"ASIC018584"
"ASIC018585";"ASIS017905";"ASIC018585"
"ASIC018586";"ASIS014506";"ASIC018586"
"ASIC018589";"ASIS017813";"ASIC018589"
"ASIC018590";"ASIS019084";"ASIC018590"
"ASIC018598";"ASIS004711";"ASIC018598"
"ASIC018601";"ASIS011094";"ASIC018601"
"ASIC018607";"ASIS017654";"ASIC018607"
"ASIC018617";"ASIS015857";"ASIC018617"
"ASIC0186231";"ASIS003843";"ASIC018623"
"ASIC0186232";"ASIS016288";"ASIC018623"
"ASIC018629";"ASIS014575";"ASIC018629"
"ASIC018630";"ASIS006857";"ASIC018630"
"ASIC025206";"ASIS024209";"ASIC025206"
"ASIC025081";"ASIS023804";"ASIC025081"
"ASIC025409";"ASIS023891";"ASIC025409"
"ASIC018645";"ASIS018993";"ASIC018645"
"ASIC018646";"ASIS005631";"ASIC018646"
"ASIC018647";"ASIS010995";"ASIC018647"
"ASIC018650";"ASIS010047";"ASIC018650"
"ASIC018653";"ASIS009871";"ASIC018653"
"ASIC0186541";"ASIS007184";"ASIC018654"
"ASIC0186542";"ASIS009871";"ASIC018654"
"ASIC018655";"ASIS013529";"ASIC018655"
"ASIC018656";"ASIS019027";"ASIC018656"
"ASIC018409";"ASIS008640";"ASIC018409"
"ASIC018420";"ASIS010070";"ASIC018420"
"ASIC018427";"ASIS019851";"ASIC018427"
"ASIC018428";"ASIS010956";"ASIC018428"
"ASIC0184301";"ASIS000716";"ASIC018430"
"ASIC0184302";"ASIS010956";"ASIC018430"
"ASIC018431";"ASIS015868";"ASIC018431"
"ASIC018432";"ASIS006210";"ASIC018432"
"ASIC018433";"ASIS008369";"ASIC018433"
"ASIC018434";"ASIS002948";"ASIC018434"
"ASIC0184371";"ASIS016332";"ASIC018437"
"ASIC0184372";"ASIS022377";"ASIC018437"
"ASIC018438";"ASIS016332";"ASIC018438"
"ASIC018439";"ASIS006478";"ASIC018439"
"ASIC018446";"ASIS014094";"ASIC018446"
"ASIC018454";"ASIS007266";"ASIC018454"
"ASIC018455";"ASIS020157";"ASIC018455"
"ASIC018456";"ASIS020157";"ASIC018456"
"ASIC018457";"ASIS023121";"ASIC018457"
"ASIC018464";"ASIS007547";"ASIC018464"
"ASIC018469";"ASIS021527";"ASIC018469"
"ASIC0184721";"ASIS005987";"ASIC018472"
"ASIC0184722";"ASIS020871";"ASIC018472"
"ASIC0184723";"ASIS022440";"ASIC018472"
"ASIC018474";"ASIS005987";"ASIC018474"
"ASIC018478";"ASIS016995";"ASIC018478"
"ASIC018479";"ASIS016995";"ASIC018479"
"ASIC018481";"ASIS016512";"ASIC018481"
"ASIC018482";"ASIS016512";"ASIC018482"
"ASIC018483";"ASIS016512";"ASIC018483"
"ASIC018485";"ASIS016343";"ASIC018485"
"ASIC018486";"ASIS016343";"ASIC018486"
"ASIC018490";"ASIS014502";"ASIC018490"
"ASIC018494";"ASIS008147";"ASIC018494"
"ASIC018504";"ASIS004809";"ASIC018504"
"ASIC0185191";"ASIS001804";"ASIC018519"
"ASIC0185192";"ASIS005186";"ASIC018519"
"ASIC018520";"ASIS009841";"ASIC018520"
"ASIC018532";"ASIS007514";"ASIC018532"
"ASIC025424";"ASIS023861";"ASIC025424"
"ASIC0252991";"ASIS010784";"ASIC025299"
"ASIC0252992";"ASIS024258";"ASIC025299"
"ASIC018547";"ASIS010784";"ASIC018547"
"ASIC0185611";"ASIS000529";"ASIC018561"
"ASIC0185612";"ASIS024084";"ASIC018561"
"ASIC0185613";"ASIS024265";"ASIC018561"
"ASIC0252611";"ASIS000529";"ASIC025261"
"ASIC0252612";"ASIS024084";"ASIC025261"
"ASIC0252613";"ASIS024265";"ASIC025261"
"ASIC0253461";"ASIS000529";"ASIC025346"
"ASIC0253462";"ASIS024084";"ASIC025346"
"ASIC0253463";"ASIS024265";"ASIC025346"
"ASIC018563";"ASIS004091";"ASIC018563"
"ASIC018564";"ASIS001586";"ASIC018564"
"ASIC018568";"ASIS022062";"ASIC018568"
"ASIC0185721";"ASIS012873";"ASIC018572"
"ASIC0185722";"ASIS016755";"ASIC018572"
"ASIC012294";"ASIS005766";"ASIC012294"
"ASIC012205";"ASIS021991";"ASIC012205"
"ASIC025381";"ASIS023913";"ASIC025381"
"ASIC012279";"ASIS021867";"ASIC012279"
"ASIC012287";"ASIS020833";"ASIC012287"
"ASIC0122881";"ASIS000051";"ASIC012288"
"ASIC0122882";"ASIS020833";"ASIC012288"
"ASIC012289";"ASIS008407";"ASIC012289"
"ASIC012290";"ASIS004280";"ASIC012290"
"ASIC012296";"ASIS000333";"ASIC012296"
"ASIC012297";"ASIS000333";"ASIC012297"
"ASIC012298";"ASIS000333";"ASIC012298"
"ASIC012301";"ASIS022879";"ASIC012301"
"ASIC012302";"ASIS001417";"ASIC012302"
"ASIC012303";"ASIS001417";"ASIC012303"
"ASIC012309";"ASIS001952";"ASIC012309"
"ASIC0123101";"ASIS001952";"ASIC012310"
"ASIC0123102";"ASIS008908";"ASIC012310"
"ASIC012311";"ASIS008908";"ASIC012311"
"ASIC012312";"ASIS004215";"ASIC012312"
"ASIC0123131";"ASIS004215";"ASIC012313"
"ASIC0123132";"ASIS020754";"ASIC012313"
"ASIC012317";"ASIS022458";"ASIC012317"
"ASIC012320";"ASIS010758";"ASIC012320"
"ASIC025333";"ASIS024183";"ASIC025333"
"ASIC012324";"ASIS009844";"ASIC012324"
"ASIC0123301";"ASIS000658";"ASIC012330"
"ASIC0123302";"ASIS017299";"ASIC012330"
"ASIC0123303";"ASIS020270";"ASIC012330"
"ASIC012331";"ASIS018990";"ASIC012331"
"ASIC012332";"ASIS012111";"ASIC012332"
"ASIC012334";"ASIS001468";"ASIC012334"
"ASIC012335";"ASIS013349";"ASIC012335"
"ASIC012336";"ASIS018908";"ASIC012336"
"ASIC012340";"ASIS012486";"ASIC012340"
"ASIC012343";"ASIS020140";"ASIC012343"
"ASIC012344";"ASIS004974";"ASIC012344"
"ASIC012345";"ASIS014608";"ASIC012345"
"ASIC012346";"ASIS014608";"ASIC012346"
"ASIC012347";"ASIS022276";"ASIC012347"
"ASIC012348";"ASIS006547";"ASIC012348"
"ASIC0123501";"ASIS006547";"ASIC012350"
"ASIC0123502";"ASIS010015";"ASIC012350"
"ASIC012351";"ASIS004186";"ASIC012351"
"ASIC0123531";"ASIS018027";"ASIC012353"
"ASIC0123532";"ASIS021768";"ASIC012353"
"ASIC0123541";"ASIS003394";"ASIC012354"
"ASIC0123542";"ASIS020171";"ASIC012354"
"ASIC012355";"ASIS005493";"ASIC012355"
"ASIC012358";"ASIS017185";"ASIC012358"
"ASIC012195";"ASIS004830";"ASIC012195"
"ASIC012196";"ASIS003546";"ASIC012196"
"ASIC012200";"ASIS018101";"ASIC012200"
"ASIC0122021";"ASIS008898";"ASIC012202"
"ASIC0122022";"ASIS015658";"ASIC012202"
"ASIC012203";"ASIS007302";"ASIC012203"
"ASIC012204";"ASIS007302";"ASIC012204"
"ASIC012206";"ASIS007302";"ASIC012206"
"ASIC0122081";"ASIS000919";"ASIC012208"
"ASIC0122082";"ASIS008409";"ASIC012208"
"ASIC012210";"ASIS005549";"ASIC012210"
"ASIC012211";"ASIS005549";"ASIC012211"
"ASIC012212";"ASIS010064";"ASIC012212"
"ASIC0122131";"ASIS010064";"ASIC012213"
"ASIC0122132";"ASIS018470";"ASIC012213"
"ASIC012215";"ASIS012176";"ASIC012215"
"ASIC012218";"ASIS003014";"ASIC012218"
"ASIC0122221";"ASIS017794";"ASIC012222"
"ASIC0122222";"ASIS023324";"ASIC012222"
"ASIC0122231";"ASIS017794";"ASIC012223"
"ASIC0122232";"ASIS023324";"ASIC012223"
"ASIC012224";"ASIS007164";"ASIC012224"
"ASIC012225";"ASIS020948";"ASIC012225"
"ASIC012226";"ASIS006331";"ASIC012226"
"ASIC012228";"ASIS012385";"ASIC012228"
"ASIC012229";"ASIS013434";"ASIC012229"
"ASIC012230";"ASIS014027";"ASIC012230"
"ASIC0122361";"ASIS011548";"ASIC012236"
"ASIC0122362";"ASIS022894";"ASIC012236"
"ASIC012239";"ASIS005082";"ASIC012239"
"ASIC012240";"ASIS011334";"ASIC012240"
"ASIC012241";"ASIS011334";"ASIC012241"
"ASIC012242";"ASIS006448";"ASIC012242"
"ASIC012243";"ASIS006448";"ASIC012243"
"ASIC0122441";"ASIS006448";"ASIC012244"
"ASIC0122442";"ASIS008244";"ASIC012244"
"ASIC012245";"ASIS019657";"ASIC012245"
"ASIC012246";"ASIS019657";"ASIC012246"
"ASIC012247";"ASIS015866";"ASIC012247"
"ASIC012248";"ASIS009121";"ASIC012248"
"ASIC012250";"ASIS006375";"ASIC012250"
"ASIC012251";"ASIS008805";"ASIC012251"
"ASIC012257";"ASIS012435";"ASIC012257"
"ASIC012258";"ASIS011834";"ASIC012258"
"ASIC012259";"ASIS022038";"ASIC012259"
"ASIC012262";"ASIS001496";"ASIC012262"
"ASIC0122631";"ASIS014467";"ASIC012263"
"ASIC0122632";"ASIS014656";"ASIC012263"
"ASIC019216";"ASIS002922";"ASIC019216"
"ASIC019260";"ASIS013702";"ASIC019260"
"ASIC018956";"ASIS013611";"ASIC018956"
"ASIC018967";"ASIS014486";"ASIC018967"
"ASIC019000";"ASIS010517";"ASIC019000"
"ASIC019011";"ASIS010147";"ASIC019011"
"ASIC019022";"ASIS010147";"ASIC019022"
"ASIC019033";"ASIS002159";"ASIC019033"
"ASIC019044";"ASIS018533";"ASIC019044"
"ASIC019055";"ASIS018533";"ASIC019055"
"ASIC019067";"ASIS016447";"ASIC019067"
"ASIC0190781";"ASIS009823";"ASIC019078"
"ASIC0190782";"ASIS016447";"ASIC019078"
"ASIC019089";"ASIS020257";"ASIC019089"
"ASIC019100";"ASIS020257";"ASIC019100"
"ASIC019111";"ASIS006809";"ASIC019111"
"ASIC019122";"ASIS006474";"ASIC019122"
"ASIC019133";"ASIS010404";"ASIC019133"
"ASIC0191661";"ASIS002729";"ASIC019166"
"ASIC0191662";"ASIS006941";"ASIC019166"
"ASIC0191663";"ASIS009713";"ASIC019166"
"ASIC019199";"ASIS017097";"ASIC019199"
"ASIC019207";"ASIS023396";"ASIC019207"
"ASIC019208";"ASIS009052";"ASIC019208"
"ASIC0192111";"ASIS002910";"ASIC019211"
"ASIC0192112";"ASIS021548";"ASIC019211"
"ASIC0192121";"ASIS019843";"ASIC019212"
"ASIC0192122";"ASIS021548";"ASIC019212"
"ASIC019213";"ASIS021548";"ASIC019213"
"ASIC0192141";"ASIS014173";"ASIC019214"
"ASIC0192142";"ASIS018633";"ASIC019214"
"ASIC019215";"ASIS023189";"ASIC019215"
"ASIC019217";"ASIS015650";"ASIC019217"
"ASIC019218";"ASIS015650";"ASIC019218"
"ASIC019219";"ASIS013287";"ASIC019219"
"ASIC019220";"ASIS000259";"ASIC019220"
"ASIC019221";"ASIS017927";"ASIC019221"
"ASIC0192221";"ASIS013408";"ASIC019222"
"ASIC0192222";"ASIS017927";"ASIC019222"
"ASIC0192231";"ASIS000789";"ASIC019223"
"ASIC0192232";"ASIS008136";"ASIC019223"
"ASIC0192233";"ASIS017927";"ASIC019223"
"ASIC0192234";"ASIS023038";"ASIC019223"
"ASIC019224";"ASIS017383";"ASIC019224"
"ASIC019225";"ASIS013253";"ASIC019225"
"ASIC019226";"ASIS013253";"ASIC019226"
"ASIC019228";"ASIS013253";"ASIC019228"
"ASIC019229";"ASIS011150";"ASIC019229"
"ASIC019230";"ASIS009239";"ASIC019230"
"ASIC0192321";"ASIS007949";"ASIC019232"
"ASIC0192322";"ASIS014340";"ASIC019232"
"ASIC019235";"ASIS019894";"ASIC019235"
"ASIC019237";"ASIS006315";"ASIC019237"
"ASIC019239";"ASIS012312";"ASIC019239"
"ASIC019241";"ASIS012726";"ASIC019241"
"ASIC019242";"ASIS011214";"ASIC019242"
"ASIC019243";"ASIS004817";"ASIC019243"
